Name;Tier;Category;Type;Value;Value (dark);Description;Is Alias?
4875;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":3,"sub_step":0.875};;;Yes
5000;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":4,"sub_step":0};;;Yes
5125;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":4,"sub_step":0.125};;;Yes
5250;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":4,"sub_step":0.25};;;Yes
5375;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":4,"sub_step":0.375};;;Yes
5500;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":4,"sub_step":0.5};;;Yes
5625;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":4,"sub_step":0.625};;;Yes
5750;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":4,"sub_step":0.75};;;Yes
5875;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":4,"sub_step":0.875};;;Yes
6000;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":5,"sub_step":0};;;Yes
6125;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":5,"sub_step":0.125};;;Yes
6250;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":5,"sub_step":0.25};;;Yes
6375;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":5,"sub_step":0.375};;;Yes
6500;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":5,"sub_step":0.5};;;Yes
6625;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":5,"sub_step":0.625};;;Yes
6750;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":5,"sub_step":0.75};;;Yes
6875;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":5,"sub_step":0.875};;;Yes
7000;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":6,"sub_step":0};;;Yes
7125;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":6,"sub_step":0.125};;;Yes
7250;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":6,"sub_step":0.25};;;Yes
7375;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":6,"sub_step":0.375};;;Yes
7500;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":6,"sub_step":0.5};;;Yes
7625;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":6,"sub_step":0.625};;;Yes
7750;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":6,"sub_step":0.75};;;Yes
7875;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":6,"sub_step":0.875};;;Yes
8000;Core;Dimension;modular-scale;{"base":"{core.dimension.base.value}","ratio":"{core.dimension.ratio.value}","pow":7,"sub_step":0};;;Yes
Base;Core;Dimension;dimension;8px;;;No
Ratio;Core;Dimension;number;2;;;No
None;Core;Dimension;dimension;0px;;;No
sm;Core;Line Weight;dimension;1px;;;No
md;Core;Line Weight;dimension;2px;;;No
lg;Core;Line Weight;dimension;4px;;;No
Duration / Instant;Core;Motion;time;0ms;;;No
Duration / Immediate;Core;Motion;time;100ms;;;No
Duration / Fast;Core;Motion;time;200ms;;;No
Duration / Slow;Core;Motion;time;600ms;;;No
Duration / Deliberate;Core;Motion;time;800ms;;;No
Easing / Easeinout;Core;Motion;cubic-bezier;0.4,0,0.6,1;;;No
Easing / Easeout;Core;Motion;cubic-bezier;0.4,0.6,0.6,1;;;No
Easing / Easein;Core;Motion;cubic-bezier;0.4,0,1,1;;;No
None;Core;Opacity;number;0;;;No
Low;Core;Opacity;number;0.35;;;No
Medium;Core;Opacity;number;0.5;;;No
Normal;Core;Opacity;number;0.75;;;No
High;Core;Opacity;number;0.85;;;No
Full;Core;Opacity;number;1;;;No
0;Core;Radius;dimension;0px;;;No
10;Core;Radius;dimension;2px;;;No
20;Core;Radius;dimension;4px;;;No
30;Core;Radius;dimension;6px;;;No
40;Core;Radius;dimension;8px;;;No
60;Core;Radius;dimension;12px;;;No
500;Core;Radius;percentage;50%;;Used for ui elements like radio buttons or things like avatars;No
900;Core;Radius;dimension;999px;;Used for pill-shaped ui elements;No
Level 0;Core;Shadow;shadow;0px 0px 0px 0px ({core.color.black} / 0.1);;;Yes
Level 1;Core;Shadow;shadow;0px 2px 8px 0px ({core.color.black} / 0.1), 0px 1px 2px 0px ({core.color.black} / 0.1);;;Yes
Level 2;Core;Shadow;shadow;0px 4px 16px 0px ({core.color.black} / 0.1), 0px 2px 4px 0px ({core.color.black} / 0.1);;;Yes
Level 3;Core;Shadow;shadow;0px 6px 24px 0px ({core.color.black} / 0.1), 0px 3px 6px 0px ({core.color.black} / 0.1);;;Yes
Level 4;Core;Shadow;shadow;0px 8px 32px 0px ({core.color.black} / 0.1), 0px 4px 8px 0px ({core.color.black} / 0.1);;;Yes
Level 5;Core;Shadow;shadow;0px 10px 40px 0px ({core.color.black} / 0.1), 0px 5px 10px 0px ({core.color.black} / 0.1);;;Yes
Level 6;Core;Shadow;shadow;0px 12px 48px 0px ({core.color.black} / 0.1), 0px 6px 12px 0px ({core.color.black} / 0.1);;;Yes
Level 7;Core;Shadow;shadow;0px 14px 56px 0px ({core.color.black} / 0.1), 0px 7px 14px 0px ({core.color.black} / 0.1);;;Yes
Level 8;Core;Shadow;shadow;0px 16px 64px 0px ({core.color.black} / 0.1), 0px 8px 16px 0px ({core.color.black} / 0.1);;;Yes
Level 9;Core;Shadow;shadow;0px 18px 72px 0px ({core.color.black} / 0.1), 0px 9px 18px 0px ({core.color.black} / 0.1);;;Yes
Level 10;Core;Shadow;shadow;0px 20px 80px 0px ({core.color.black} / 0.1), 0px 10px 20px 0px ({core.color.black} / 0.1);;;Yes
Level 11;Core;Shadow;shadow;0px 22px 88px 0px ({core.color.black} / 0.1), 0px 11px 22px 0px ({core.color.black} / 0.1);;;Yes
Level 12;Core;Shadow;shadow;0px 24px 96px 0px ({core.color.black} / 0.1), 0px 12px 24px 0px ({core.color.black} / 0.1);;;Yes
Special / App Bar / Top / Flat;Core;Shadow;shadow;0px 1px 0px 0px ({core.color.black} / 0.1);;;Yes
Special / App Bar / Top / Subtle;Core;Shadow;shadow;0px 1px 0px 0px ({core.color.black} / 0.05), 0px 2px 8px 0px ({core.color.black} / 0.05);;;Yes
Special / App Bar / Bottom / Flat;Core;Shadow;shadow;0px -1px 0px 0px ({core.color.black} / 0.1);;;Yes
Special / App Bar / Bottom / Subtle;Core;Shadow;shadow;0px -1px 0px 0px ({core.color.black} / 0.05), 0px -2px 8px 0px ({core.color.black} / 0.05);;;Yes
Special / Intense;Core;Shadow;shadow;0px 0px 2px 0px ({core.color.black} / 0.24), 0px 2px 4px 0px ({core.color.black} / 0.24), 0px 4px 12px 0px ({core.color.black} / 0.26);;;Yes
Font Family / Sans;Core;Typography;font;TeleNeoWeb, sans-serif;;;No
Font Family / Mono;Core;Typography;font;monospace;;;No
Font Weight / Thin;Core;Typography;number;200;;;No
Font Weight / Regular;Core;Typography;number;400;;;No
Font Weight / Medium;Core;Typography;number;500;;;No
Font Weight / Bold;Core;Typography;number;700;;;No
Font Weight / Extra Bold;Core;Typography;number;800;;;No
Font Weight / Ultra;Core;Typography;number;900;;;No
Font Scale / 1;Core;Typography;dimension;10px;;;No
Font Scale / 2;Core;Typography;dimension;12px;;;No
Font Scale / 3;Core;Typography;dimension;14px;;;No
Font Scale / 4;Core;Typography;dimension;16px;;;No
Font Scale / 5;Core;Typography;dimension;18px;;;No
Font Scale / 6;Core;Typography;dimension;20px;;;No
Font Scale / 7;Core;Typography;dimension;24px;;;No
Font Scale / 8;Core;Typography;dimension;28px;;;No
Font Scale / 9;Core;Typography;dimension;32px;;;No
Font Scale / 10;Core;Typography;dimension;36px;;;No
Font Scale / 11;Core;Typography;dimension;42px;;;No
Font Scale / 12;Core;Typography;dimension;48px;;;No
Font Scale / 13;Core;Typography;dimension;54px;;;No
Font Scale / 14;Core;Typography;dimension;60px;;;No
Font Scale / 15;Core;Typography;dimension;68px;;;No
Font Scale / 16;Core;Typography;dimension;76px;;;No
Line Spacing / None;Core;Typography;number;1;;;No
Line Spacing / xxs;Core;Typography;number;1.15;;;No
Line Spacing / xs;Core;Typography;number;1.2;;;No
Line Spacing / sm;Core;Typography;number;1.25;;;No
Line Spacing / md;Core;Typography;number;1.35;;;No
Line Spacing / lg;Core;Typography;number;1.4;;;No
Line Spacing / xl;Core;Typography;number;1.5;;;No
Letter Spacing / None;Core;Typography;number;0;;;No
